"id";"name";"num_affiliation";"primary_color";"secondary_color";"city"
417;"A.S. SIN LE NOBLE";500906;"#092669";"";""
418;"DECHY SP.";500911;"#dc143c";"#000000";""
419;"F.C. LA MADELEINE";500913;"#092669";"#ffffff";""
420;"U.S. RUCH CARVIN";500914;"#dc143c";"#ffffff";""
421;"S.C. FLIXECOURT";500922;"#092669";"";""
422;"U.S. FRIVILLE ESCARBOTIN";500925;"#FFD41C";"#000000";""
423;"U.S. DES MINEURS";500927;"#006400";"#000000";""
424;"E.C. MAZINGARBE";500929;"#dc143c";"#ffffff";""
425;"F.C. ANNOEULLIN";500930;"#092669";"";""
426;"ET.C. ANSTAING CHERENG";500933;"#000000";"#ffffff";""
427;"F.C. SECLIN";500934;"#dc143c";"#FFD41C";""
428;"S. BRUAY S/ESCAUT";500936;"#dc143c";"#000000";""
429;"HALLENCOURT A.C.";500937;"#FFD41C";"#000000";""
430;"U.S. ASCQ";500938;"#092669";"";""
431;"O. HESDIN";500939;"#dc143c";"#ffffff";""
432;"U.S. VIMY";500942;"#092669";"";""
433;"U.S. CORBEHEM";500943;"#000000";"#ffffff";""
434;"O. LUMBROIS";500945;"#dc143c";"#006400";""
435;"LEFOREST ANCIENS ELEVES F.";500946;"#dc143c";"#092669";""
436;"AM. ANCIENS ELEVES CHAULNES";500949;"#006400";"#ffffff";""
437;"U.S. IZEL LES EQUERCHIN";500950;"#000000";"";""
438;"U.S. WATTRELOSIENNE";500953;"#006400";"#dc143c";""
439;"S.C. HAZEBROUCKOIS";500957;"#000000";"#ffffff";""
440;"U.S. FOURMIES";500963;"#092669";"";""
441;"A.S. TEMPLEUVE";500964;"#dc143c";"#ffffff";""
442;"U.S. BEAUVOIS FONTAINE";500965;"#000000";"#ffffff";""
443;"AM.S. ET GYMNIQUE LOUVROIL";500970;"#006400";"#ffffff";""
444;"DYNAMIC C. LALLAING";500971;"#FFD41C";"";""
445;"IRIS C. FERRIERE LA GRANDE";500973;"#dc143c";"";""
446;"A. ANCIENS ELEVES EVIN MALMAISON";500974;"#092669";"#FFD41C";""
447;"A.S. SALOME";500979;"#ff0000";"";""
448;"ET.S. RONCQ";500980;"#006400";"#dc143c";""
449;"A.O. SAINGHIN EN WEPPES";500981;"#006400";"#ffffff";""
450;"LEERS OS FOOTBALL";500982;"#092669";"#ffffff";""
451;"F.C.ESPE. LA BASSEE";500989;"#FFD41C";"#000000";""
452;"AM.C.S. COMINES";500991;"#ffffff";"#000000";""
453;"U.S. PROVIN";500992;"#092669";"";""
454;"S. PERNES EN ARTOIS";500993;"#FFD41C";"#000000";""
455;"S.A. LE QUESNOY";500995;"#FF6A00 ";"#000000";""
456;"ET.S. WORMHOUT";500996;"#092669";"";""
457;"U.S. COUSOLRE";501002;"#FFD41C";"#000000";""
458;"S.C. FOUQUIEROIS";501007;"#FF6A00 ";"#092669";""
459;"A.S. VILLERS BRETONNEUX";501008;"#092669";"";""
460;"A.S. OUTREAU F.";501009;"#006400";"#ffffff";""
461;"O. WIGNEHIES";501012;"#dc143c";"";""
462;"U.S. ABBEVILLE";501016;"#FFD41C";"#092669";""
463;"ACHICOURT SPORTING CLUB FOOTBALL";501018;"#092669";"#ffffff";""
464;"AM. ANCIENS ELEVES DOURGES";501023;"#FFD41C";"#092669";""
465;"F.C. LINSELLOIS";501026;"#dc143c";"";""
466;"U.S. PECQUENCOURT";501027;"#006400";"";""
467;"U.S. ROISEL";501029;"#092669";"";""
468;"ET.S. ARQUES";501037;"#092669";"#ffffff";""
469;"F.C. SANTES";501038;"#006400";"#000000";""
470;"A.S. WIMEREUX";501040;"#006400";"#ffffff";""
471;"F.C. DUNKERQUE MALO PLAGE";501044;"#dc143c";"#FFD41C";""
472;"U.S. C. DE MOISLAINS F.";501045;"#092669";"";""
473;"U.S. ST ANDRE";501048;"#ffffff";"#092669";""
474;"U.S. MAUBEUGE";501049;"#dc143c";"";""
475;"U.S. LIGNIERES CHATELAIN";501051;"#dc143c";"#000000";""
476;"U.S. MONTIGNY EN OSTREVENT";501053;"#006400";"#000000";""
477;"OM. AIRE S/ LA LYS";501061;"#092669";"#ffffff";""
478;"U.S.DAOURS VECQUEMONT BUSS.AUBI";501063;"#092669";"#ffffff";""
479;"ET.S. BOUCHAIN";501067;"#092669";"";""
480;"U.S. WERVICQUOISE";501068;"#092669";"#ffffff";""
481;"A.S. ETAPLES";501069;"#FFD41C";"#092669";""
482;"USOAAS";501071;"#dc143c";"#092669";""
483;"F.C. DOMPIERRE BECQUINCOURT";501072;"#dc143c";"#092669";""
484;"F.C. SAULZOIR";501073;"#006400";"#000000";""
485;"U.S. CAMON";501076;"#FFD41C";"#000000";""
486;"U.S. ST SOUPLET";501083;"#FFD41C";"#000000";""
487;"U.S. ABLAIN ST NAZAIRE";501096;"#dc143c";"#ffffff";""
488;"U.S. OUVRIERE RINXENT";501103;"#FFD41C";"#dc143c";""
489;"U.S. HORDAIN";501108;"#000000";"#ffffff";""
490;"MAING F.C.";501114;"#006400";"";""
491;"J.O. WALLERS ARENBERG";501115;"#FFD41C";"#000000";""
492;"STE S. MARCOING";501116;"#FFD41C";"#000000";""
493;"LA FRATERNELLE AILLY S/NOYE";501119;"#4b0082";"#FFD41C";""
494;"O.C. AVESNES LES AUBERT";501120;"#dc143c";"#ffffff";""
495;"U.S. RIEUX EN CAMBRESIS";501122;"#FF6A00 ";"";""
496;"DENAIN OLYMPIQUE S. C.";501124;"#ff0000";"";""
497;"CONCORDE O. TRITH ST LEGER";501125;"#092669";"";""
498;"U.S. PONT FLERS";501126;"#FFD41C";"#ffffff";""
499;"U.S. HOUPLIN";501127;"#dc143c";"#FFD41C";""
500;"AM.S. COURRIEROISE";501134;"#092669";"#000000";""
501;"ET.S. LABEUVRIERE";501135;"#FFD41C";"#000000";""
502;"U.S. ST AUBERT";501138;"#092669";"#ffffff";""
503;"ET.S. CHEPY";501143;"#006400";"#dc143c";""
504;"U.S. COMMUNALE CHEMINOT ST POL";501147;"#006400";"";""
505;"S.C. GUESNAIN";501148;"#FFD41C";"";""
506;"BAC SP. SAILLY S/LA LYS";501150;"#092669";"#FFD41C";""
507;"ST. ENNEVELIN";501158;"#dc143c";"";""
508;"ET.S. VILLERS OUTREAUX";501159;"#092669";"#ffffff";""
509;"U.S. QUIEVY";501160;"#dc143c";"#ffffff";""
510;"ENT. LIGNY O. CAULLERY";501166;"#FFD41C";"";""
511;"C.S. WATTEN";501168;"#006400";"#000000";""
512;"U.S. NOYELLES S/LENS";501172;"#092669";"#ffffff";""
513;"F. C. HILAIRIEN";501179;"#dc143c";"#000000";""
514;"U.S. MARQUISE";501185;"#092669";"";""
515;"U.S. ROSIERES";501188;"#092669";"#ffffff";""
516;"ENT.S. GUINES";501190;"#000000";"#FFD41C";""
517;"AM.S. DE BEAURAINS";501207;"#ffffff";"#dc143c";""
518;"E.S. LAVENTIE";501208;"#dc143c";"#ffffff";""
519;"F.C. BAUVINOIS";501210;"#696969";"";""
520;"U.S. LEFFRINCKOUCKE";501214;"#dc143c";"#FFD41C";""
521;"EST. CALONNE LIEVIN";501216;"#092669";"#ffffff";""
522;"LYS LEZ LANNOY STELLA";501219;"#092669";"#ffffff";""
523;"F.C. CENTULOIS 1924";501220;"#006400";"#ffffff";""
524;"U.S. GRAVELINOISE";501221;"#092669";"#ffffff";""
525;"A.S. MARCK";501223;"#dc143c";"#000000";""
526;"U.S. HERGNIES";501225;"#006400";"#ffffff";""
527;"A.S. AUDRUICQ";501227;"#dc143c";"#092669";""
528;"A.S. TRELON";501235;"#dc143c";"";""
529;"STE COMM.EDUC.PHYS.S. PONT S/SAM";501236;"#006400";"#000000";""
530;"U.S. FLEURBAISIENNE";501239;"#FFD41C";"#000000";""
531;"A.S. LOISONNAISE";501240;"#dc143c";"#092669";""
532;"A.S. GOUZEAUCOURT";501241;"#FFD41C";"";""
533;"J.S. CONDETTE";501244;"#dc143c";"#000000";""
534;"F. C. VIEUX BERQUIN";501245;"#092669";"#FFD41C";""
535;"ST. FRESNES";501258;"#FFD41C";"#dc143c";""
536;"U.S. QUEND";501264;"#092669";"";""
537;"BRAY DUNES U.S.";501270;"#FFD41C";"#006400";""
538;"S. PODEENS REUNIS";501275;"#000000";"";""
539;"MARCHIENNES O.";501282;"#FFD41C";"#000000";""
540;"C.S. LA GORGUE";501298;"#092669";"";""
541;"U.S. ST MAURICE LOOS EN GOHELLE";501299;"#dc143c";"#ffffff";""
542;"LILLE OM.S. FIVES";501300;"#dc143c";"#000000";""
543;"AM.S. LENSOISE";501301;"#dc143c";"#ffffff";""
544;"U.S. MARCELCAVE";501304;"#dc143c";"#ffffff";""
545;"ASPTT ARRAS";501313;"#092669";"#dc143c";""
546;"U.S. BETHENCOURT S/MER";501318;"#dc143c";"#000000";""
547;"CTRE S. BOUSBECQUE";501330;"#FFD41C";"#092669";""
548;"ET.S. NOYELLES S/SELLE";501336;"#092669";"#ffffff";""
549;"F.C. LA CHAPELLE D  ARMENTIERES";501341;"#092669";"#ffffff";""
550;"A.S. BAISIEUX PATRO";501360;"#092669";"#ffffff";""
551;"U.S. LE BOISLE";501370;"#dc143c";"";""
552;"U.S. AUFFAY";501386;"#006400";"#dc143c";""
553;"C.S. BEAUMONTAIS";501387;"#dc143c";"#000000";""
554;"F.C. OFFRANVILLAIS";501390;"#006400";"";""
555;"C. S. ORBECQUOIS VESPEROIS";501394;"#006400";"";""
556;"U.C. BRICQUEBETAISE F.";501397;"#092669";"#dc143c";""
557;"C.A. PONTOIS";501399;"#FFD41C";"#000000";""
558;"VEDETTE DE BOISTHOREL";501404;"#092669";"#dc143c";""
559;"A. HOULMOISE BONDEVILLAISE F.C.";501406;"#dc143c";"#ffffff";""
560;"ST. VALERIQUAIS";501407;"#dc143c";"#092669";""
561;"AM. JOSEPH S. CAULLE BOSC LE HAR";501409;"#006400";"";""
562;"C.A. HARFLEUR BEAULIEU";501411;"#092669";"#ffffff";""
563;"S.C. THIBERVILLE";501413;"#ffffff";"#092669";""
564;"ENT.S.F.C. FALAISE";501415;"#dc143c";"#092669";""
565;"E.S. ISIGNY S/MER";501416;"";"";""
566;"U. FONTAINAISE";501418;"#006400";"#ffffff";""
567;"JEUNESSE FERTOISE BAGNOLES";501420;"#ffffff";"#000000";""
568;"LYSTRIENNE S.";501421;"#092669";"#000000";""
569;"F.C. DE NEUFCHATEL EN BRAY";501422;"#dc143c";"#ffffff";""
570;"S.S. DOMFRONTAISE";501425;"#dc143c";"#ffffff";""
571;"E.S. DAMVILLE";501437;"#092669";"#ffffff";""
572;"C.S. CARENTANAIS";501438;"#dc143c";"#ffffff";""
573;"C.S. VILLEDIEU";501439;"#092669";"#dc143c";""
574;"U.S. VILLERS BOCAGE";501441;"#ffffff";"#092669";""
575;"LE HAVRE S  PORT FOOTBALL";501443;"#ffffff";"#092669";""
576;"CERC.AM. LONGUEVILLAIS";501448;"#dc143c";"#092669";""
577;"LA PATRIOTE ST JAMAISE";501449;"#006400";"";""
578;"ST. SOTTEVILLAIS CHEMINOTS C.";501452;"#092669";"";""
579;"ET.S. LIVAROTAISE";501456;"#092669";"#ffffff";""
580;"A.S. GOURNAYSIENNE DE FOOTBALL";501457;"#FFD41C";"#000000";""
581;"S.C. DE FRILEUSE";501466;"#FFD41C";"#000000";""
582;"AM.S. MONTEBOURG";501467;"#dc143c";"#ffffff";""
583;"A.S. BRECEY";501470;"#dc143c";"#000000";""
584;"F.C. FLERIEN";501472;"#dc143c";"#ffffff";""
585;"U.S. EPOUVILLE";501473;"#092669";"#ffffff";""
586;"A.S. OURVILLAISE";501474;"#092669";"#ffffff";""
587;"ET.S. ARQUES LA BATAILLE";501475;"#092669";"#ffffff";""
588;"U.S. MORTAGNAISE";501478;"#092669";"#ffffff";""
589;"ST PAUL MONTLIGEONNAISE";501480;"#ffffff";"#092669";""
590;"CAUDEBEC SAINT PIERRE F. C.";501482;"#dc143c";"#006400";""
591;"U.S. MELOISE";501483;"#FFD41C";"#000000";""
592;"U.S. GRANVILLAISE";501489;"#ffffff";"#092669";""
593;"U.S. GODERVILLAISE";501495;"#ffffff";"#092669";""
594;"AM.S. GACEENNE";501496;"#000000";"#ffffff";""
595;"U.S. DE ST MACLOU LA BRIERE";501499;"#dc143c";"#000000";""
596;"A.J.S. OUISTREHAM";501500;"";"";""
597;"F.C. DE MANNEVILLE LA GOUPIL";501505;"#dc143c";"#ffffff";""
598;"F.C. AGON COUTAINVILLE";501508;"#ffffff";"";""
599;"CANTELEU F. C.";501513;"#092669";"#ffffff";""
600;"ENT.S. AUMALOISE";501520;"#092669";"";""
601;"YVETOT A.C.";501522;"#092669";"";""
602;"ISTRES F. C.";501523;"#4b0082";"#000000";""
603;"ET.S.MARIGNY LOZON MESNIL VIGOT";501524;"#092669";"#dc143c";""
604;"AM.S. BUCHY";501526;"";"";""
605;"ASPTT ROUEN";501527;"#dc143c";"#092669";""
606;"U. S. DES FALAISES ";501528;"#dc143c";"#ffffff";""
607;"U.S. LILLEBONNAISE";501532;"#dc143c";"#ffffff";""
608;"ENT.S. HAYLANDE";501535;"#ffffff";"#000000";""
609;"F.C. ECOUCHE";501536;"#dc143c";"#ffffff";""
610;"C.A. STE HELENE";501540;"#dc143c";"#092669";""
611;"GAZELEC S. BOURGES";501541;"#ffffff";"#092669";""
612;"F.C. TOTES";501543;"#092669";"";""
613;"C.S. BOUILLANTAIS";501544;"#092669";"";""
614;"F.C. ROLLEVILLAIS";501550;"";"";""
615;"ET.S. TOURVILLAISE";501559;"#ffffff";"#092669";""
616;"AM. S. ROUTOT";501565;"#FFD41C";"#092669";""
617;"C.S. DE GRAVENCHON";501576;"#092669";"";""
618;"R.C. ETALONDES";501591;"#FFD41C";"#092669";""
619;"ASPTT CAEN FOOTBALL";501594;"#FFD41C";"#000000";""
620;"SP.C. DE PETIT COURONNE";501604;"#FFD41C";"#dc143c";""
621;"A.S. ANGERVILLE L  ORCHER";501611;"#dc143c";"";""
622;"J.S. DOUVRES LA DELIVRANDE";501619;"#dc143c";"";""
623;"U.S.C. OMNISPORTS DE SOURDEVAL";501628;"#006400";"#ffffff";""
624;"AM.S. STE ADRESSE BUT";501632;"#092669";"";""
625;"F.C. LIMESY";501642;"#006400";"";""
626;"U. S. DUCEY ISIGNY";501651;"#092669";"#ffffff";""
627;"PAU F.C.";501681;"#092669";"#FFD41C";""
628;"U.S. BACQUEVILLE PIERREVILLE";501682;"#006400";"";""
629;"U.S. CRIELLOISE";501702;"#dc143c";"#ffffff";""
630;"CREANCES S.";501711;"#dc143c";"#ffffff";""
631;"F.C. GRUCHET LE VALASSE";501715;"#FFD41C";"#000000";""
632;"PERIERS S.";501717;"#dc143c";"#ffffff";""
633;"LA CROIX VALLEE EURE F.";501726;"#006400";"#000000";""
634;"O.C. BRIOUZE";501730;"#dc143c";"#ffffff";""
635;"U.S. PALUELLAISE";501737;"#FFD41C";"#dc143c";""
636;"AM.S. PETIVILLE";501739;"#006400";"";""
637;"GALLIA C. O. BIHORELLAIS";501742;"#092669";"#ffffff";""
638;"R.C. LERY";501750;"#092669";"#ffffff";""
639;"A.S. VALBURGEOISE";501762;"#006400";"#ffffff";""
640;"OCTEVILLE HAGUE S.";501764;"#ffffff";"#dc143c";""
641;"ENT. S CORMELLES FOOTBALL";501772;"#dc143c";"#006400";""
642;"AM. MINES LA FERRIERE AUX ETANGS";501788;"#092669";"";""
643;"C.S. LYONSAIS";501793;"#092669";"";""
644;"A.S.MANNEVILLE-ST-MARDS-FOURMETO";501800;"#FFD41C";"#092669";""
645;"ROUEN A.C.";501811;"";"";""
646;"YERVILLE F.C.";501819;"#FFD41C";"#006400";""
647;"R.C. HALOUZE";501830;"#092669";"";""
648;"ENT.S. INTERCOMMUNALE MAY S/ORNE";501836;"#dc143c";"#000000";""
649;"PATRONAGE LAIQ. OCTEVILLE";501844;"#006400";"#dc143c";""
650;"A.S. ROMILLE";501887;"#006400";"#ffffff";""
651;"A.S. PONT DE BUIS";501888;"#dc143c";"#000000";""
652;"DERNIERES CARTOUCHES CARHAIX";501889;"#dc143c";"#000000";""
653;"U.S. DE TREGUNC";501890;"#092669";"#ffffff";""
654;"E.S. SEGRE HA FOOTBALL";501894;"#FFD41C";"#000000";""
655;"C. OM. CASTELORIEN";501898;"#092669";"#ffffff";""
656;"AGL-DRAPEAU FOUGERES FOOTBALL";501900;"#000000";"#FF6A00 ";""
657;"F.C. NANTES";501904;"#FFD41C";"#006400";""
658;"ST. GUEMENOIS";501905;"#006400";"#ffffff";""
659;"ET.S. ST CAST LE GUILDO";501906;"#dc143c";"#000000";""
660;"A.S. BUBRY";501907;"#092669";"#ffffff";""
1894;"F.C. DE LA CHAPELLE DES MARAIS";501941;"#000000";"";""
1895;"R.C. DOUE LA FONTAINE";501943;"#092669";"#ffffff";""
1896;"ENT.S. DE PORNICHET";501945;"#dc143c";"#006400";""
1897;"C.S. MONTOIRIN";501946;"#006400";"#000000";""
1898;"VOLTIGEURS DE CHATEAUBRIANT";501948;"#ffffff";"#000000";""
1899;"C.A. EVRONNAIS";501949;"#006400";"#ffffff";""
1900;"S.C. LANNILIS";501950;"#dc143c";"";""
1901;"AM.S. ANDOUILLE";501954;"#dc143c";"#000000";""
1902;"GORRON FOOTBALL CLUB";501957;"#092669";"#ffffff";""
1903;"LES GLAZIKS DE CORAY";501959;"#092669";"#FFD41C";""
1904;"R.C. FLECHOIS";501961;"#ffffff";"#dc143c";""
1905;"PATR.LAIQ. LAMBEZELLEC";501962;"#dc143c";"#000000";""
1906;"LA ST COLOMBAN LOCMINE";501969;"#006400";"#dc143c";""
1907;"E.S. QUELAINAISE";501970;"#092669";"";""
2034;"FRANCS ARCHERS DE LA BONNE LORRAINE";501908;"#FFD41C";"#000000";""
2035;"F.C. LORIENT BRETAGNE SUD";501913;"#000000";"";""
2036;"U.S. CROZON MORGAT";501916;"#092669";"#ffffff";""
2037;"CERC.EDUT.PHYSIQUE LORIENT";501917;"#092669";"#dc143c";""
2038;"U.S. LIFFRE";501918;"#000000";"#FFD41C";""
2039;"LA FLEUR DE GENET";501924;"#FFD41C";"#000000";""
2040;"HERMINE CONCARNOISE";501925;"#ffffff";"#000000";""
2041;"SABLE S/ SARTHE F.C.";501926;"#ffffff";"#092669";""
2042;"U.S. FOUESNANT";501927;"#ffffff";"#092669";""
2043;"U.S. CALLAC";501930;"#006400";"#000000";""
2044;"ANGERS S.C.O.";501931;"#ffffff";"";""
2045;"LA PLOZEVETIENNE";501936;"#dc143c";"#000000";""
2046;"CORMORANS SP. PENMARCH";501937;"#000000";"";""
2061;"CHATEAULIN F.C.";501971;"#ffffff";"#dc143c";""
2062;"U.S.C. PAYS DE MONTSURS";501972;"#dc143c";"#ffffff";""
2063;"BEAUMONT S.A.";501978;"#FFD41C";"#000000";""
2064;"F.C. CHABOSSIERE";501979;"#4b0082";"#dc143c";""
2065;"S.A. MAMERTINS";501980;"#dc143c";"#092669";""
2066;"STELLA MARIS DE DOUARNENEZ";501981;"#ffffff";"#000000";""
2067;"U.S.C. CORNE";501987;"#dc143c";"#000000";""
2068;"U.A. MONTREUIL BELLAY";501988;"#092669";"#ffffff";""
2069;"ST.O. DU MAINE";501991;"#006400";"";""
2070;"LA VIGILANTE FOY.LAIQ. KERYADO";501994;"#ffffff";"#000000";""
2071;"A.S. DU NOYANTAIS";501998;"";"";""
2072;"A.C. LONGUE";501999;"#dc143c";"#000000";""
2073;"LA PLOEUCOISE";502003;"#dc143c";"#000000";""
2074;"GOURLIZON SP.";502008;"#dc143c";"#000000";""
2075;"U.S. MAZE";502009;"#006400";"#dc143c";""
2076;"A.S. BELLE ILE EN MER";502011;"#092669";"";""
2077;"PAOTRED DISPOUNT ERGUE GABERIC";502015;"#000000";"#FFD41C";""
2078;"EN AVT DE ST RENAN";502016;"#dc143c";"";""
2079;"AM.S. PLOUHINECOISE";502018;"#FFD41C";"";""
2080;"U.S. PRECIGNE";502019;"#dc143c";"#000000";""
2081;"LA BOGUE D  OR QUESTEMBERT";502020;"#FFD41C";"#000000";""
2082;"C.O. WOIGNARUE";502023;"#FFD41C";"#092669";""
2083;"GARDE ST IVY";502028;"#006400";"#ffffff";""
2084;"F.C. DINARDAIS";502029;"#092669";"#ffffff";""
2085;"J.S. PLOGASTEL";502030;"#ffffff";"#000000";""
2086;"A.C. ST BREVIN";502031;"#ffffff";"#000000";""
2087;"A.S. LANESTER";502032;"#dc143c";"";""
2088;"GAS NOTRE DAME DU REUN GUIPAVAS";502033;"#092669";"#ffffff";""
2089;"J.S. LUDOISE";502035;"#092669";"";""
2090;"EGLANTINE S. TRELAZE";502037;"#dc143c";"#006400";""
2091;"ENT. SAMSONNAISE DOLOISE";502043;"#ffffff";"#dc143c";""
2092;"LES GAS D  YS DE TREBOUL";502045;"#ffffff";"#006400";""
2093;"C.A. SALVIACOIS";502046;"#dc143c";"#ffffff";""
2094;"A.S. PLUVIGNOISE";502054;"#000000";"";""
2095;"A.S. MELGVEN";502055;"#FFD41C";"#000000";""
2096;"U.S. PRE EN PAIL";502058;"#dc143c";"#ffffff";""
2097;"POULDERGAT SP.";502060;"#ffffff";"#dc143c";""
2098;"ST. PLEYBENNOIS";502065;"#ffffff";"#000000";""
2099;"ALERTE DE MEAN - ST NAZAIRE";502069;"#092669";"#ffffff";""
2100;"LEGION ST PIERRE QUILBIGNON";502070;"#dc143c";"#000000";""
2101;"U.S. MONTAGNARDE INZINZAC LOCHRI";502072;"#092669";"#dc143c";""
2102;"U.S. CONLIE DOMFRONT";502081;"#dc143c";"#ffffff";""
2103;"U.S. CHATEAUNEUVIENNE";502085;"#dc143c";"#000000";""
2104;"AM.LAIQ. CHATEAUBRIANT";502086;"#006400";"#dc143c";""
2105;"U.S. MOELAN S/MER";502088;"#092669";"#ffffff";""
2106;"LA CANCALAISE CANCALE";502090;"#006400";"#ffffff";""
2107;"INDEPENDANTE MAURONNAISE";502094;"#092669";"";""
2108;"C.S. DINGE";502102;"#dc143c";"#000000";""
2109;"PLANCOET ARGUENON F. C.";502109;"";"";""
2110;"ENT.S. ST PIERRRAISE";502112;"#FFD41C";"#092669";""
2111;"U.S. CLOHARS CARNOET";502113;"#FFD41C";"#000000";""
2112;"LA LOCMINOISE";502118;"#092669";"";""
2113;"ESPE. PLOUGUERNEAU";502119;"#006400";"#ffffff";""
2114;"LA ST PIERRE DE PLOUESCAT";502122;"#ffffff";"#dc143c";""
2115;"ASPTT RENNES";502137;"#092669";"#dc143c";""
2116;"U.S. THOUAREENNE";502138;"#FF6A00 ";"#000000";""
2117;"ENT.S. CRAONNAISE";502153;"#dc143c";"#ffffff";""
2118;"U.S. LA CHAPELLE ST REMY";502154;"#FFD41C";"#000000";""
2119;"S.C. TUFFE";502156;"#092669";"";""
2120;"U.S. LE FAOUET";502158;"#092669";"#ffffff";""
2121;"S.C.NOTRE DAME DES CHAMPS ANGERS";502159;"#092669";"#ffffff";""
2122;"ESPE. CHARTRES DE BRETAGNE";502160;"#006400";"";""
2123;"A.S. MARTIGNE S/ MAYENNE";502177;"#006400";"";""
2124;"ENT.S. DE BLAIN";502178;"#006400";"#ffffff";""
2125;"LA MELORIENNE ST MELOIR D/ONDES";502180;"#092669";"#ffffff";""
2126;"U.S. LES GOELANDS LARMOR PLAGE";502181;"#ffffff";"";""
2127;"F.C. AMBRIERES LES VALLEES";502188;"#006400";"";""
2128;"F.C. DE L  AISNE ";502189;"#092669";"#dc143c";""
2129;"LOCUNOLE SP.";502192;"#FFD41C";"#dc143c";""
2130;"LA PATRIOTE MALANSAC";502193;"#ffffff";"#000000";""
2131;"JEUNE GARDE ST DENIS GASTINES";502199;"#092669";"#dc143c";""
2132;"S.C. MAROLLAIS";502201;"#006400";"#ffffff";""
2133;"A.S. CERANS FOULLETOURTE";502202;"#ffffff";"#dc143c";""
2134;"A.S. BAYARD SAUMUR ST HIL. ST FL";502204;"#092669";"#ffffff";""
2135;"C.S. MERDRIGNAC";502208;"#ffffff";"#092669";""
2136;"J. S. LANDEHEN";502211;"#dc143c";"";""
2137;"LA GUERLESQUINAISE";502212;"#FFD41C";"#000000";""
2138;"JEANNE D  ARC PENVENAN";502213;"#006400";"#FFD41C";""
2139;"A.S. BERVEN PLOUZEVEDE";502214;"#dc143c";"#ffffff";""
2140;"U.S. FOUGEROLLES DU PLESSIS";502219;"#092669";"#dc143c";""
2141;"STE JAMME SP.";502225;"#092669";"";""
2142;"F.C. GOUESNOU";502226;"#092669";"#ffffff";""
2143;"U.S. JEANNE D  ARC CARQUEFOU";502227;"#ffffff";"#006400";""
2144;"LES GAS DU MENEZ HOM";502230;"#092669";"#000000";""
2145;"LOMBRON SP.";502231;"#dc143c";"";""
2146;"C.A. VOUTREEN";502234;"#092669";"#ffffff";""
2147;"U.S. ST BERTHEVIN LES LAVAL";502235;"#006400";"#000000";""
2148;"C.A. FORESTOIS";502239;"#006400";"#ffffff";""
2149;"U.S. MAEL CARHAISIENNE";502241;"#dc143c";"#FFD41C";""
2150;"U.S. BEAUFORT EN VALLEE";502249;"#dc143c";"#092669";""
2151;"ET. TREGOROISE DE PLOUGASNOU";502258;"#092669";"#ffffff";""
2152;"PATRIOTE BRULONNAISE";502267;"#FFD41C";"";""
2153;"J. UNIE PLOUGONVEN";502268;"#dc143c";"#000000";""
2154;"C.A. LOUE";502270;"#006400";"#092669";""
2155;"A.S. MESLAY DU MAINE";502271;"#ffffff";"#dc143c";""
2156;"ST AUBIN GUERANDE";502274;"#FFD41C";"#000000";""
2157;"ESPE. LA BOUEXIERE";502275;"#006400";"#ffffff";""
2158;"LES KERIOLETS PLUVIGNER";502277;"#dc143c";"";""
2159;"A.S. ST MARTIN DES CHAMPS";502278;"#092669";"#dc143c";""
2160;"ET.S. PLEYBER CHRIST";502279;"#092669";"#ffffff";""
2161;"C.S. BEGARROIS";502282;"#ffffff";"#000000";""
2162;"U.S. CHANTRIGNE";502283;"#dc143c";"";""
2163;"A.S. GREZ EN BOUERE";502284;"#dc143c";"";""
2164;"CARNAC F.C.";502285;"#092669";"";""
2165;"STE S. ST GOAZEC";502293;"#696969";"";""
2166;"ST. PAIMPOLAIS F.C.";502300;"";"";""
2167;"U.S. PLUGUFFANNAISE";502303;"#dc143c";"#ffffff";""
2168;"LA GUIDELOISE";502307;"#092669";"#ffffff";""
2169;"AVT G. PLOUVORN";502311;"#FFD41C";"";""
2170;"CADETS DE BAINS S/OUST";502312;"#dc143c";"#000000";""
2171;"ET.S. PLONEIS";502313;"#006400";"#ffffff";""
2172;"S.C.L. PORT BRILLET";502314;"#dc143c";"#000000";""
2173;"ENERGIE LE MAY S/EVRE";502317;"#FFD41C";"#000000";""
2174;"U.S. ST THURIEN";502322;"#dc143c";"#000000";""
2175;"LA SUZE F.C.";502323;"#006400";"#ffffff";""
2176;"A.S. ST PIERRE DES NIDS";502329;"#006400";"#ffffff";""
2177;"FOY.LAIQ. INGUINIEL";502330;"#dc143c";"#092669";""
2178;"F.C. NAIZINOIS";502332;"";"";""
2179;"ARZELLIZ PLOUDALMEZEAU";502337;"#dc143c";"#ffffff";""
2180;"ENT.S. LANDUDEC-GUILER/GOYEN";502344;"#000000";"#ffffff";""
2181;"V.G.A. BOHARS";502347;"#000000";"#FFD41C";""
2182;"U.S. QUERRIEN";502348;"#dc143c";"#ffffff";""
2183;"U.S. LE GENEST";502354;"#dc143c";"#000000";""
2184;"AM.S. TELGRUC S/MER";502357;"#FFD41C";"#000000";""
2185;"U.S. CHATEAUGIRON";502362;"#FFD41C";"#092669";""
2186;"U.S. JANZE";502368;"#092669";"";""
2187;"ESP.S. ST ROMAIN LACHALM";502373;"#006400";"";""
2188;"INTREPIDE ANGERS F.";502375;"#dc143c";"#ffffff";""
